TrainingDataset	HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	EnsemblGeneID	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	MCARTA2.0_score	MCARTA2_FDR	MCARTA2_LIST	MCARTA2_EVIDENCE	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_PrimarySubcellularLocalization_2015
Tmito	4725	595136	NDUFS5	CI-15k|CI15K|O43920	"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)"	ENSG00000168653	106		MitoDomain	44	1.35	NoMitoHomolog	NoHomolog	75-100pure	25.0273	0	1	"literature, APEX_IMS, mito protein domain+, induction, coexpression++, MS/MS++"	chr1	39491966	39500308	14	19	583	2.76E+10	91	all 14	9.4	9.1	9.5	9.2	9.3	9.3	9.4	8.9	9.1	9.5	9.2	9.2	9.4	9.2	
Tmito	50808	56248	AK3	AK3L1|AK6|AKL3L|AKL3L1|FIX|Q9UIJ7	adenylate kinase 3	ENSG00000147853	227	2	SharedDomain	26	0.89	HomologMitoLowConf	Homolog	75-100pure	25.0021	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	chr9	4709556	4742043	14	28	1015	1.02E+11	89	all 14	9.9	9.8	9.9	9.6	10.1	10.3	9.4	8.2	10	10	9.8	9.5	9.9	9.5	
Tmito	54205	13063	CYCS	CYC|HCS|THC4|P99999	"cytochrome c, somatic"	ENSG00000172115	105		MitoDomain	1		OrthologMitoHighConf	Ortholog	75-100pure	24.9447	0	1	"literature, APEX_IMS, yeast mito homolog++, Rickettsial homolog, mito protein domain+, MS/MS++"	chr7	25158269	25164980	14	21	2698	2.49E+11	92	all 14	10.3	10.2	10.5	10	10.7	10.1	10.3	9.9	10.1	10.3	10	10	10.1	10.3	"Mitochondria (APE, Supportive)"
Tmito	4285	70478	MIPEP	HMIP|MIP|Q99797	mitochondrial intermediate peptidase	ENSG00000027001	713	1	SharedDomain	3	1.33	OrthologMitoHighConf	NoHomolog	50-75pure	24.9354	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS++"	chr13	24304327	24463587	12	35	146	1.96E+09	59	"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.4			6.9	8.1	8	6.8	7.2	8.3	7.1	7.7	7.9	8	9.1	"Mitochondria (APE, Supportive)"
Tmito	90624	75530	LYRM7	C5orf31|MZM1L|Q5U5X0	LYR motif containing 7	ENSG00000186687	104	2	MitoDomain	NA		OrthologMitoHighConf	NoHomolog	75-100pure	24.9269	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	chr5	130506640	130541119	13	10	56	5.01E+08	88	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7	7.7	8.2	7.5		7.3	7.4	6.8	7.3	7.2	7.1	6.3	7.5	7.9	"Cytoplasm (APE, Uncertain)"
Tmito	1384	12908	CRAT	CAT1|P43155	carnitine O-acetyltransferase	ENSG00000095321	626	2	SharedDomain	15	1.47	OrthologMitoLowConf	NoHomolog	50-75pure	24.9	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++"	chr9	131857072	131873070	14	46	1016	5.53E+10	67	all 14	8.9	8.6	8.9	8.7	9.7	8.7	10.1	10	10	9.1	9	9.2	8.8	10	"Nucleus but not nucleoli;Nuclear membrane (APE, Uncertain)"
Tmito	5096	66904	PCCB	P05166	"propionyl CoA carboxylase, beta polypeptide"	ENSG00000114054	559	1	SharedDomain	31		HomologMitoLowConf	Homolog	75-100pure	24.8143	0	1	"literature, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	chr3	135969166	136049013	14	46	1233	6.27E+10	91	all 14	9.2	8.8	9	8.8	10	9.7	9.6	9.4	10.2	9.4	9.5	10	9.4	9.6	
Tmito	51081	50529	MRPS7	MRP-S|MRP-S7|RP-S7|RPMS7|S7mt|bMRP27a|Q9Y2R9	mitochondrial ribosomal protein S7	ENSG00000125445	242	2	SharedDomain	38		OrthologMitoHighConf	Homolog	50-75ambig	24.5906	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	chr17	73257748	73262457	14	22	191	4.01E+09	66	all 14	8.6	8.6	8.5	8.2	8.4	8.6	7.7	7.2	8.3	8.5	8.7	7.7	8.9	8.3	"Mitochondria (APE, Uncertain)"
Tmito	11222	94062	MRPL3	COXPD9|MRL3|RPML3|P09001	mitochondrial ribosomal protein L3	ENSG00000114686	348	4	SharedDomain	22	1.52	OrthologMitoHighConf	Ortholog	50-75crude	24.5294	0	1	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression"	chr3	131181044	131221860	13	21	107	1.93E+09	59	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"	7.9	7.4	7.8	7.2	8.3	7.7	7.3	7.5	8.1	8.3	8.7		8.7	8.3	"Nucleoli;Cytoplasm (APE, Uncertain)"
Tmito	5625	19125	PRODH	HSPOX2|PIG6|POX|PRODH1|PRODH2|TP53I6|O43272	proline dehydrogenase (oxidase) 1	ENSG00000100033	600	3	MitoDomain	11		OrthologMitoLowConf	NoHomolog	50-75pure	24.4195	0	1	"literature, targetP signal, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	chr22	18900286	18924066	13	46	510	2.21E+10	70	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.7	8.5	8.8	8.7	9.8	9.9		7.4	9.5	8.7	8.7	8.3	8.7	8.1	
Tmito	5095	110821	PCCA	P05165	"propionyl CoA carboxylase, alpha polypeptide"	ENSG00000175198	728	2	SharedDomain	37	0.95	NoMitoHomolog	Homolog	75-100pure	24.4144	0	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	chr13	100741268	101182691	14	64	2204	1.51E+11	81	all 14	9.6	9.5	9.6	9.5	10.8	10.1	9.5	9.5	10.4	9.4	10	10.2	9.5	9.7	
Tmito	56922	72039	MCCC1	MCC-B|MCCA|Q96RQ3	methylcrotonoyl-CoA carboxylase 1 (alpha)	ENSG00000078070	725	2	SharedDomain	35	1.08	NoMitoHomolog	Homolog	75-100pure	24.4144	0	1	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	chr3	182733005	182817365	14	54	1115	7.88E+10	79	all 14	9.1	8.9	9.2	9.2	10.5	9.8	9.3	9.3	10.3	8.7	9.4	9.9	9	9.4	"Mitochondria (APE, Supportive)"
Tmito	6183	24030	MRPS12	MPR-S12|MT-RPS12|RPMS12|RPS12|RPSM12|O15235	mitochondrial ribosomal protein S12	ENSG00000128626	138		SharedDomain	35	0.54	OrthologMitoHighConf	Homolog	25-50pure	24.3808	0	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+"	chr19	39421347	39423659	12	7	66	1.38E+09	48	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	7.9	8.2	7.7		8.1	7.4		7.8	7.8	8.4	7.5	8.5	8	
Tmito	81570	20480	CLPB	HSP78|SKD3|Q9H078	ClpB caseinolytic peptidase B homolog (E. coli)	ENSG00000162129	707	1	SharedDomain	1		OrthologMitoLowConf	Ortholog	50-75pure	24.3119	0	1	"APEX_IMS, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	chr11	72003469	72145724	13	38	238	3.97E+09	58	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.6	7.9	7.9	8.5	7.7	7.7		8.2	8.3	6.2	7.7	8.1	8.3	9.4	"Cytoplasm (APE, Uncertain)"
Tmito	5163	228026	PDK1	Q15118	"pyruvate dehydrogenase kinase, isozyme 1"	ENSG00000152256	456	1	MitoDomain	2		OrthologMitoLowConf	NoHomolog	50-75pure	24.2522	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain+, MS/MS++"	chr2	173420696	173463862	14	22	153	2.73E+09	56	all 14	8.4	7.4	7.1	8.1	8.1	8.1	8.6	7.7	8.8	8.3	8.4	7.9	7.6	8.6	
Tmito	740	18120	MRPL49	C11orf4|L49mt|MRP-L49|NOF|NOF1|Q13405	mitochondrial ribosomal protein L49	ENSG00000149792	166	2	SharedDomain	10		OrthologMitoHighConf	NoHomolog	75-100pure	24.1026	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	chr11	64889715	64894841	14	16	158	4.96E+09	78	all 14	8.4	8.3	8.5	8.1	9	8.6	8	8	8.4	8.5	9	7.8	8.7	8.6	
Tmito	1347	12866	COX7A2	COX7AL|COX7AL1|COXVIIAL|COXVIIa-L|VIIAL|P14406	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	ENSG00000112695	115		MitoDomain	46	0.87	NoMitoHomolog	NoHomolog	50-75pure	24.0965	0	1	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	chr6	75947390	75953644	14	7	482	4.21E+10	73	all 14	10	9.5	9.7	9	9.8	9.5	7.5	8.4	9.2	9.4	7.8	9.4	9.3	9.7	
Tmito	84233	66271	TMEM126A	OPA7|Q9H061	transmembrane protein 126A	ENSG00000171202	195		MitoDomain	45	0.93	NoMitoHomolog	NoHomolog	50-75pure	24.0965	0	1	"literature, mito protein domain+, induction, coexpression++, MS/MS++"	chr11	85358962	85367597	14	14	429	1.18E+10	73	all 14	9.2	9.1	9.2	8.8	9.3	8.9	8.4	8.6	8.8	8.6	9	8.5	8.9	8.6	"Cytoplasm (APE, Uncertain)"
Tpossible_mito	55268	52430	ECHDC2	Q86YB7	enoyl CoA hydratase domain containing 2	ENSG00000121310	292	2	SharedDomain	10		OrthologMitoLowConf	Homolog	50-75pure	24.0959	0	1	"targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	chr1	53361581	53387446	14	17	319	1.45E+10	67	all 14	7.2	7.3	7.5	7.8	9.8	9.7	8.1	7	8.9	8	8.1	9.2	9.1	7.5	
Tmito	3052	15159	HCCS	CCHL|MCOPS7|MLS|P53701	holocytochrome c synthase	ENSG00000004961	268		MitoDomain	18	2.2	OrthologMitoHighConf	NoHomolog	50-75ambig	24.0815	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	chrX	11129405	11141204	8	14	73	5.98E+08	60	"cerebrum, spinalcord, heart, adipose, smallintestine, largeintestine, placenta, testis"	7.1			7.1			7.9		7.7	7.5	7.7		8.4	8.1	"Mitochondria (APE, Uncertain)"
Tmito	11112	58875	HIBADH	NS5ATP1|P31937	3-hydroxyisobutyrate dehydrogenase	ENSG00000106049	336	1	SharedDomain	35	1.78	NoMitoHomolog	NoHomolog	50-75pure	24.0796	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression+, MS/MS++"	chr7	27565058	27702620	14	22	688	5.04E+10	69	all 14	8.9	8.6	9.3	9.4	9.9	9.8	9.2	8.4	10	8.8	9.4	9.8	9.5	9.7	"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	9801	56284	MRPL19	L19mt|MRP-L15|MRP-L19|MRPL15|RLX1|RP11-342K6.1|RPML15|P49406	mitochondrial ribosomal protein L19	ENSG00000115364	292	2	SharedDomain	5		OrthologMitoHighConf	Ortholog	25-50pure	24.0496	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	chr2	75873908	75889334	11	14	87	1.75E+09	39	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7	7.4	7.4	7.9		7.9			8.3	8.5	8.6	7.7	8.5	8.3	
Tmito	64979	94066	MRPL36	BRIP1|L36mt|MRP-L36|PRPL36|RPMJ|Q9P0J6	mitochondrial ribosomal protein L36	ENSG00000171421	103	2	SharedDomain	39	0.69	OrthologMitoHighConf	Ortholog		24.0424	0	1	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+"	chr5	1798498	1799956																					
Tmito	253512	67554	SLC25A30	KMCP1|Q5SVS4	"solute carrier family 25, member 30"	ENSG00000174032	291	5	MitoDomain	11		OrthologMitoLowConf	NoHomolog	75-100pure	24.0095	0	1	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	chr13	45967453	45992590	5	16	34	6.00E+08	78	"cerebrum, cerebellum, liver, placenta, testis"	7.2	7.3				7.1							7.5	8.7	"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	622	71911	BDH1	BDH|SDR9C1|Q02338	"3-hydroxybutyrate dehydrogenase, type 1"	ENSG00000161267	343	1	SharedDomain	6	1.72	NoMitoHomolog	Homolog	75-100pure	23.9841	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	chr3	197236653	197300194	14	28	973	6.85E+10	77	all 14	9.5	9.1	9.4	9.7	9.9	10.1	9.4	7.9	7.4	10.1	10.2	9.6	8.8	8.9	"Mitochondria (APE, Supportive)"
Tmito	10667	69955	FARS2	COXPD14|FARS1|HSPC320|PheRS|dJ520B18.2|O95363	"phenylalanyl-tRNA synthetase 2, mitochondrial"	ENSG00000145982	451	2	SharedDomain	23	1.09	OrthologMitoLowConf	Homolog	25-50ambig	23.8332	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	chr6	5261583	5771816	5	13	27	2.90E+08	41	"adipose, largeintestine, stomach, placenta, testis"									7.5		7.8	7.5	7.7	8.1	"Plasma membrane (APE, Uncertain)"
Tmito	22	11306	ABCB7	ABC7|ASAT|Atm1p|EST140535|O75027	"ATP-binding cassette, sub-family B (MDR/TAP), member 7"	ENSG00000131269	753	2	SharedDomain	35		OrthologMitoLowConf	Homolog	25-50pure	23.7395	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	chrX	74273006	74376175	14	36	739	6.65E+09	43	all 14	9	8.8	9	8.8	8.8	8.6	7.2	8.9	8	8.7	8.7	8.2	8.2	7.5	"Mitochondria (APE, Supportive)"
Tmito	4580	17827	MTX1	MTX|MTXN|Q13505	metaxin 1	ENSG00000173171	466	5	MitoDomain	5		OrthologMitoHighConf	NoHomolog	50-75pure	23.6637	0	1	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	chr1	155178489	155183624	14	30	435	9.71E+09	62	all 14	8.9	8.7	8.8	8.4	9.1	8.7	8.5	7.4	9	7.3	9.1	8.6	9.3	8.9	"Mitochondria (APE, Supportive)"
Tmito	4701	66416	NDUFA7	B14.5a|O95182	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa"	ENSG00000167774	113	4	MitoDomain	41		NoMitoHomolog	NoHomolog	75-100pure	23.6535	0	1	"literature, APEX_matrix, mito protein domain+, coexpression++, MS/MS++"	chr19	8376183	8386280	14	21	899	3.42E+10	82	all 14	9.5	9.2	9.6	9.5	9.5	9.3	9.4	8.8	9.2	9.4	9.4	9.5	9.5	9.2	
Tmito	10440	21854	TIMM17A	TIM17|TIM17A|Q99595	translocase of inner mitochondrial membrane 17 homolog A (yeast)	ENSG00000134375	171		MitoDomain	25	1.44	OrthologMitoLowConf	NoHomolog	75-100ambig	23.5181	0	1	"literature, APEX_IMS, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS+"	chr1	201924618	201939789	14	9	109	1.14E+09	94	all 14	7.5	7.2	7.1	7.4	8.3	7.6	7.7	7.4	8.1	7.4	8.1	7.6	8.5	8.1	
Tmito	223	56752	ALDH9A1	ALDH4|ALDH7|ALDH9|E3|TMABADH|P49189	"aldehyde dehydrogenase 9 family, member A1"	ENSG00000143149	518	1	SharedDomain	10		OrthologMitoLowConf	NoHomolog	50-75pure	23.4278	0	1	"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	chr1	165631448	165667900	10	28	251	1.41E+10	65	"brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"			7.7	8.1	9.5	9.3			9	9.5	8.2	8.3	9.5	8.9	"Cytoplasm (APE, Uncertain)"
Tmito	51023	68735	MRPS18C	MRP-S18-1|MRPS18-1|Q9Y3D5	mitochondrial ribosomal protein S18C	ENSG00000163319	142	4	SharedDomain	12		OrthologMitoHighConf	Homolog	50-75pure	23.3634	0	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	chr4	84377117	84382929	13	9	61	4.05E+09	59	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.6	8.1	7.2	9.2		8.8	8.6	6.9	7.6	8	8	7	8.8	7.9	
Tmito	92935	212679	MARS2	MetRS|SPAX3|mtMetRS|Q96GW9	"methionyl-tRNA synthetase 2, mitochondrial"	ENSG00000247626	593	2	SharedDomain	13		OrthologMitoHighConf	Homolog	25-50pure	23.2841	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	chr2	198570027	198573114	12	18	100	1.26E+09	43	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	7.7	8.1	7.9			7.8	8.2	7.7	7.5	8.3	7.4	7.8	8.5	"Cytoplasm;Cytoskeleton (Intermediate filaments) (APE, Uncertain)"
Tmito	4329	104776	ALDH6A1	MMSADHA|MMSDH|Q02252	"aldehyde dehydrogenase 6 family, member A1"	ENSG00000119711	535	2	SharedDomain	29		OrthologMitoLowConf	NoHomolog	75-100pure	23.2735	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	chr14	74524367	74551196	14	49	2644	2.68E+11	83	all 14	9.3	9	9.6	8.9	11	10.5	9.9	9.7	10.9	9.7	8.9	10.6	9.7	9.9	"Mitochondria (APE, Supportive)"
Tmito	2232	14149	FDXR	ADXR|P22570	ferredoxin reductase	ENSG00000161513	534	1	NA	8		OrthologMitoHighConf	NoHomolog	75-100pure	23.1029	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, coexpression, MS/MS++"	chr17	72858618	72869156	9	31	210	9.40E+09	78	"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"				7.5	7.9	8.5			8.4	8.6	8.6	8.5	9.3	9.7	"Mitochondria (APE, Supportive)"
Tmito	283459	384281	GATC	15E1.2|O43716	"glutamyl-tRNA(Gln) amidotransferase, subunit C"	ENSG00000111786	136	2	MitoDomain	16	0.91	NoMitoHomolog	Ortholog	25-50ambig	23.092	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	chr12	120884240	120901556	6	4	19	1.46E+08	35	"cerebrum, cerebellum, spinalcord, kidney, largeintestine, testis"	7.4	7.6		7	7.7						6.5			7.2	
Tmito	10131	68015	TRAP1	HSP 75|HSP75|HSP90L|TRAP-1|Q12931	TNF receptor-associated protein 1	ENSG00000126602	704	1	SharedDomain	45		NoMitoHomolog	Homolog	75-100ambig	23.0794	0	1	"APEX_matrix, GFP, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+"	chr16	3708037	3767598	14	60	1641	9.78E+10	77	all 14	9.4	9	9.5	9.5	10.4	10	9	9.3	10.1	9.9	10.1	9.4	10	9.7	"Mitochondria (APE, Supportive)"
Tmito	27034	66948	ACAD8	ACAD-8|ARC42|Q9UKU7	"acyl-CoA dehydrogenase family, member 8"	ENSG00000151498	415	1	MitoDomain	23		NoMitoHomolog	NoHomolog	50-75pure	22.9279	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++"	chr11	134123433	134135746	14	26	357	1.58E+10	63	all 14	8	7.4	8.2	7.6	9.7	9.1	8	8.8	9.2	8.4	9.1	9.3	9.1	9.3	
Tmito	217	11669	ALDH2	ALDH-E2|ALDHI|ALDM|P05091	aldehyde dehydrogenase 2 family (mitochondrial)	ENSG00000111275	517	1	SharedDomain	5		OrthologMitoLowConf	NoHomolog	75-100pure	22.8635	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	chr12	112204690	112247789	14	51	2836	3.89E+11	80	all 14	9.4	9.1	9.5	9.5	10.6	10.8	9.7	9.2	10.9	10.7	10.5	10	10.4	10.8	
Tmito	10105	105675	PPIF	CYP3|CyP-M|Cyp-D|CypD|P30405	peptidylprolyl isomerase F	ENSG00000108179	207	1	SharedDomain	7	4.9	HomologMitoLowConf	NoHomolog	75-100pure	22.852	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	chr10	81107219	81115089	14	21	781	3.43E+10	77	all 14	9.2	9.1	9.6	9.2	9.7	9.2	9.9	8.5	8.7	9.1	9.7	9.2	9.4	8.4	
Tmito	29928	56322	TIMM22	TEX4|TIM22|Q9Y584	translocase of inner mitochondrial membrane 22 homolog (yeast)	ENSG00000177370	194		MitoDomain	11	1.1	OrthologMitoHighConf	NoHomolog	50-75ambig	22.8174	0	1	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	chr17	900356	905390	14	8	130	2.93E+09	54	all 14	8.8	8.6	8.6	8.5	8.2	8	7.3	6.8	8.2	7.9	8.5	7.8	8.1	8	
Tmito	3712	56357	IVD	ACAD2|P26440	isovaleryl-CoA dehydrogenase	ENSG00000128928	426	2	MitoDomain	38		NoMitoHomolog	NoHomolog	75-100pure	22.807	0	1	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS++"	chr15	40697685	40713512	14	30	1245	1.07E+11	81	all 14	9	8.7	9.2	9.2	10.4	10.2	9.9	9.4	10.2	9.4	9.4	10.2	9.7	10	"Mitochondria (APE, Supportive)"
Tmito	79944	217666	L2HGDH	C14orf160|Q9H9P8	L-2-hydroxyglutarate dehydrogenase	ENSG00000087299	463	1	SharedDomain	20	2.62	NoMitoHomolog	NoHomolog	50-75pure	22.7952	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	chr14	50709151	50778947	10	23	135	3.26E+09	64	"cerebrum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis"	7.8			7.4	8.9	8.2		8.3	8	8.4	8	8.5		9.1	
Tmito	23474	66071	ETHE1	HSCO|YF13H12|O95571	ethylmalonic encephalopathy 1	ENSG00000105755	254	2	SharedDomain	3	2.28	OrthologMitoLowConf	NoHomolog	75-100pure	22.7142	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, induction, MS/MS++"	chr19	44010870	44031396	13	20	506	3.80E+10	90	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	9.1	9	9.4	9.1	9.6	9.6	8.6	8	8.4	9.2	10.3	9.1	9.4		"Mitochondria (APE, Supportive)"
Tmito	55052	66448	MRPL20	L20mt|MRP-L20|Q9BYC9	mitochondrial ribosomal protein L20	ENSG00000242485	149	1	SharedDomain	18	1.56	NoMitoHomolog	Ortholog	50-75ambig	22.6882	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	chr1	1337275	1342693	13	13	166	2.48E+09	58	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3	8	8	7.7		8.3	7.6	7.2	8.3	8.4	8.8	7.7	8.6	8.5	
Tmito	292	11740	SLC25A5	2F1|AAC2|ANT2|T2|T3|P05141	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5"	ENSG00000005022	298		MitoDomain	NA	1.72	OrthologMitoLowConf	NoHomolog	75-100pure	22.6723	0	1	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	chrX	118602362	118605359	14	55	12655	1.56E+12	99	all 14	11	10.9	11.2	11.1	11.2	10.7	11.2	10.7	10.9	11.3	11.1	11.1	11	10.7	
Tmito	8604	78830	SLC25A12	AGC1|ARALAR|O75746	"solute carrier family 25 (aspartate/glutamate carrier), member 12"	ENSG00000115840	678		MitoDomain	2	1.97	OrthologMitoLowConf	NoHomolog	75-100pure	22.6723	0	1	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	chr2	172639914	172750816	14	63	4454	4.13E+11	84	all 14	10.9	10.6	10.9	10.6	10.5	9.9	10.3	10.9	9.5	9.6	9.9	9.9	10.1	9.4	"Nucleus but not nucleoli (APE, Uncertain)"
Tmito	54460	66292	MRPS21	MRP-S21|RPMS21|P82921	mitochondrial ribosomal protein S21	ENSG00000187145	87		SharedDomain	NA	1.35	OrthologMitoHighConf	Ortholog	50-75pure	22.6171	0	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	chr1	150266261	150281414	14	9	102	2.33E+09	74	all 14	8.2	8.2	8.3	7.7	8.4	8.2	7.2	7	8	8.5	8.7	7.8	8.3	8	
Tmito	56993	223696	TOMM22	1C9-2|MST065|MSTP065|TOM22|Q9NS69	translocase of outer mitochondrial membrane 22 homolog (yeast)	ENSG00000100216	142		MitoDomain	9		OrthologMitoHighConf	NoHomolog	75-100pure	22.5656	0	1	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	chr22	39077953	39080766	14	9	385	2.59E+10	77	all 14	9.7	9.5	9.4	8.9	9.5	8.3	9.1	8.4	9.2	8.3	9.4	8.6	9.2	9.4	"Mitochondria (APE, Supportive)"
Tmito	10449	52538	ACAA2	DSAEC|P42765	acetyl-CoA acyltransferase 2	ENSG00000167315	397	3	SharedDomain	31	0.93	NoMitoHomolog	Homolog	75-100pure	22.5372	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	chr18	47309873	47340251	14	43	3732	4.02E+11	93	all 14	9.1	8.7	9.1	9.2	10.4	11.2	11	9.7	10.2	10.6	10.2	10.2	10.2	10.2	"Mitochondria (APE, Supportive)"
